Text,DocType
fifth year row dyncorp international di select g job magazine one nation top military friendly employer year di ranked number list ceo steven f gaffney say veteran essential part di team understand customer challenge right skill work ethic share value honor many already serve country choose join di family continue career company g job annual list drawn sample estimate company million annual revenue rank base company criterion include strength company military recruiting effort percentage new hire prior military service company policy toward national guard reserve service ninth year g job military friendly employer list serf primary benchmark corporate recruiting program aim veteran annual survey conduct g job magazine key tool use determine nation military friendly employer appear g job top military friendly employer list recognition company hard work allocation resource recruiting invaluable employee base say sean collins senior brand manager g job dyncorp international recognizes experience dedication veteran contribute dis business employee business partner supplier dyncorp international currently numerous job opening vary job skill category include management government information technology dyncorp international hire specialist type military background offer support staff position many area include human resource contract procurement compliance finance accounting administration march dyncorp international also name one best u corporation veteran own business national veteran own business association navoba honor fifth year row dyncorp international make navobas list reputable list acknowledges large corporation successfully engage nation three million veteran own business vobs supplier navoba state online news release navoba nonprofit organization return vet foster career network opportunity vobs dyncorp international take create contract opportunity veteran own business seriously vetrepreneur friendly philosophy come directly high level company say navoba april cover story magazine vetrepreneur,Public
dyncorp international llc staff kandahar afghanistan celebrate halloween donate time treat u military personnel kandahar air field kaf employee spent even shift assemble goody bag assort candy letter small toy sent stateside family friend hand men woman serve country bag along smile distribute u military personnel forward operating base fob baylough sherry prine logistics civil augmentation program iv logcap iv contract compliance manager organize effort also responsible organize several event base throughout year much goody bag content sent kandahar student faculty j e turner elementary wilmer ala jim thorpe elementary henderson nev donate assort candy handwritten letter card family friend dyncorp international staff ship care package holiday pas troop also contribute goody bag content thanks generosity j e turner elementary jim thorpe elementary well di team member world able provide enough candy card hand write letter warfighters station fob baylough say prine halloween event organize help brighten holiday u service men woman good idea start one person want something good evolve something big others join plan ask stateside contact send bake good box bag collect day halloween photo take throughout day prine team volunteer logcap iv program visit role multinational medical unit kafs military hospital badging office army post office boardwalk area distribute goody bag everything hand contact troop member dyncorp international staff would say thank service say prine gift give away fast memory volunteer collect brief time last beyond di core value care serve empower perform right thing dyncorp international team member aim support serve arm force way possible information dyncorp international embrace core value beyond job performance visit website,Public
dyncorp international employee fall church va alexandria va fort worth texas office support marine toy tot foundation holiday season office collect unwrapped toy benefit less fortunate child family year also plan fort worth texas location special delivery take place december gift deliver office employee special motorcycle car rally travel convoy formation local marine corp reserve office deliver holiday cheer last year texas rally convoy accompany police escort deliver gift dyncorp international core value serve care empower perform right thing apply job performance well community di team member live work employ ten thousand people around world provide di unique opportunity give back philanthropic donation local training program hand volunteer work di aim support program effort benefit learn dyncorp international corporate initiative employee initiative truly serve today well tomorrow marine toy tot foundation irs recognize c profit public charity fundraise funding support organization u marine corp reserve toy tot program foundation create behest u marine corp provide support accordance memorandum understand commander marine force reserve directs u marine corp reserve toy tot program foundation support toy tot since mission u marine corp reserve toy tot program collect new unwrapped toy october november december year distribute toy christmas gift needy child community campaign conduct objective toy tot help less fortunate child throughout united state experience joy christmas play active role development one nation valuable resource child unite member local community common cause three month year annual toy collection distribution campaign contribute well community future,Public
dyncorp international team member locate fall church va headquarters alexandria va office participate year food others thanksgiving food drive food others collect item necessary complete thanksgiving meal put together basket provide full holiday meal family northern virginia area dyncorp international team member donate can potato can fruit gravy stuff mix non perishable item complete thanksgiving meal basket last year di donate lb food gift card turkey food others establish food others serf family northern virginia area may need food donation emergency strike grow number work poor unable make end meet need supplement inadequate food supply food others obtains much food food rescue operation food drive food rescue operation staff volunteer pick non expire food item would otherwise thrown away local grocery store retail food establishment food brought warehouse temporary storage include refrigeration appropriate food drive contribute non perishable food supply food others mission obtain distribute free food need northern virginia area support food program community base organization food others also provide channel people volunteer service help neighbor need local merchant usda food drive crop harvest provide food volunteer staff provide hand charitable contribution fundraise event provide fund charitable contribution provide major part food others budget cent every revenue dollar use program expense dyncorp international value apply job performance serve care empower perform right thing also value carry community live work especially around holiday priority di team member fall church va alexandria va support neighbor northern virginia area participate activity like local food drive learn dyncorp international corporate initiative employee initiative embrace dis core value visit website,Public
several dyncorp international team member work patrick support division psd patrick air force base fla join estimate supporter american cancer society ac make stride breast cancer walk di team member psd program participate k walk raise awareness fight breast cancer five year row participate also raise cause earn silver team rank year participate team also sell shirt represent american cancer society florida theme put pink bra portion shirt sale also donate ac di team member walk friend family member survivor battle breast cancer action demonstrate di team member psd fall dyncorp international air operation business area team work embrace dis core value serve care empower perform right thing since nearly five million walker across country raise million make stride event help funding groundbreaking discovery cancer cause cure american cancer society donation cause help fund major breast cancer research breakthrough include american cancer society launch put pink bra campaign empower woman across florida wear pink bra support fight breast cancer personal symbol breast cancer journey make stride breast cancer event sea participant pink bra join together take arm disease participant form team friend family neighbor co worker work together set goal fundraise event day make stride breast cancer team unite together start line complete non competitive walk show support american cancer society mission save life create birthday,Public
representative dyncorp international di u department state bureau international narcotic law enforcement affair inl hargrave military academy gather october hargrave military academy parent day parade chatham va honor darrell l wetherbee kill serve police advisor dyncorp international iraq cadet dakota wetherbee darrell l wetherbees son accepted di chairman valor award behalf cadet wetherbee join mother sheila wetherbee sister stephanie mahone brother clay mahone grandmother brenda mahon grandfather eddie mahon ceremony darrell l wetherbee kill september duty police advisor wetherbee former police officer new gloucester maine deployed iraq work dyncorp international u department state bureau international narcotic law enforcement inl civilian police contract civpol participate two previous civilian police mission serve international police mission kosovo deployment iraq wetherbee also employ freeport maine police department state maine judicial branch serve u marine corp david dobrotka di vp civpol iraq program manager present family dis president valor award present award dobrotka cite excerpt poem fall laurence binyon shall grow old left grow old age shall weary year condemn go sun morning remember dobrotka also state u government brings law enforcement officer like wetherbee battle field post conflict region represent good righteous democratic police u state department walter redman chief police advisor inl office criminal justice assistance partnership note pay tribute memory fall friend colleague darrell wetherbee lose life service country also honor service u law enforcement officer currently mission around world serve past inl address issue transnational crime assist strengthen government criminal justice system around world help keep u safer home stephanie gaffney di manager employee assistance program present red rose sheila wetherbee brenda mahon say red rose represent respect courage honor memory know u spirit bg broome usa ret hargrave president state parent weekend parade feature opportunity family especially mother pin academic star son military blouse di valor award posthumously present cadet wetherbee fitting represent high call service hargrave military academy education limited classroom extends deeply area character development leadership spiritual growth dyncorp international chairman valor award high honor di bestow upon employee present exemplify bravery heroism execution responsibility austere environment perform dangerous work medal reflect core value company serve care empower perform right thing,Public
dyncorp international army aviation association america aaaa provide scholarship college level student range annually award technically administer aaaa scholarship foundation inc begin provide financial assistance aaaa member accord website aaaa scholarship foundation recognizes one nation precious resource child reason scholarship provide family member current decease aaaa member include spouse unmarried sibling unmarried child unmarried grandchild scholarship either grant loan award basis academic merit personal achievement since foundation provide million people include applicant individual award year give one two four year scholarship interest free loan year also available naomi marie perez valedictorian high school class enterprise alabama award dyncorp international scholarship amount award perezs th scholarship match grant perez increase act score perezs parent say naomi achieve high g p possible year attend exceptional school system graduate ranked number together valedictorian almost enterprise high school senior someone know may qualify aaaa scholarship army aviation association america aaaa form early small group senior aviation officer active army reserve force u army industry today member chapter worldwide,Public
october breast cancer awareness month one way dyncorp international show di care blue jean breast cancer week oct di team member wish participate may donate day wear jean entire week money raise dyncorp international office ft worth texas fall church va directly benefit susan g komen cure foundation donation help fund breast cancer research education screen treatment program earlier year dyncorp international employee participate another breast cancer related fundraiser susan g komen race cure similar event take place throughout october office united state spark success lee national denim day link jean breast cancer awareness easy way support great cause lee national denim day first take place several lee jean employee realize one form another touch breast cancer idea spark lead creation lee national denim day become one large single day fundraiser nationwide breast cancer first year lee jean set goal raise million lee national denim day lee jean invite company go casual cause invite employee wear jean work denim day exchange contribution fight breast cancer lee national denim day raise million fight breast cancer susan g komen cure foundation found nancy g brinker susan g komens sister brinker inspire sister throughout battle breast cancer spent time think way make life well woman similar situation since komens passing brinker developed susan g komen cure foundation global leader breast cancer movement invest billion breast cancer research today komen foundation world large grassroots network breast cancer survivor activist work together save life empower people ensure quality care energize science find cure event like susan g komen race cure susan g komen day cure generous contribution partner sponsor supporter contribute foundation success global government service provider support u national security foreign policy objective dyncorp international participates many community global effort support nonprofit organization seek improve health offer assistance u military veteran family,Public
five year commitment dyncorp international donate support national museum united state army army historical foundation proud supporter u military di continue support united state army foundation army historical foundation establish member base publicly support c nonprofit organization dedicate preserve history heritage american soldier foundation motto preserve heritageeducate future also describes mission foundation seek educate american fully appreciate sacrifice generation american soldier make safeguard freedom united state foundation operates donation fund membership grant support national museum united state army foundation main initiative secretary army designate foundation primary partner building national museum foundation funding also help refurbish historical army building acquire conserve army historical art artifact support army history educational program research publication historical material american soldier provide support counsel private governmental organization commit goal foundation purpose building national museum u army provide place story u army comprehensively pay tribute personal professional sacrifice soldier army historical artifact artwork document showcased properly benefit american public museum preserve study exhibit army history include estimate artifact work art series chronological gallery thematic gallery convey everyday life soldier time peace war service sacrifice dominant theme throughout museum gallery show army strength agent peace nation building soldier conduct countless mission area exploration discovery science technology communication cooperation recovery disaster relief main building approximately square foot outside facility park memorial garden parade ground space plan accommodate ceremony reenactment lecture educational program additionally space museum available veteran conference reunion museum set open fort belvoir va,Public
dyncorp international manager enterprise mobility bill deweese participate end user panel enterprise mobility foundation emf enterprise mobility boot camp held ctia enterprise application tradeshow san diego calif panel schedule p oct feature four expert discuss real world mobile deployment scenario panel moderate editor fiercemobileit participant gain significant insight benefit challenge roi associate implement mobile strategy deweese join representative pepsico american airline deweese help develop dyncorp international mobile apps available ipad iphone ipod touch di specific application include begin di apps make work easy convenient employee thats goal say deweese current role deweese responsible company enterprise mobility platform mobile application development management prior dyncorp international deweese solution architect first american field service serve net architect senior developer field service division deweese nearly year technology experience held various role public private non profit company include solution architect first american field service architect senior developer aptitude solution american pioneer architect senior developer blue cross blue shield northeast pa communication technology director digital clone chief software architect deweese electronic publishing manager galaxy call corp inc programmer analyst ic learn system inc deweese earn bachelor business science degree professional aeronautics embry riddle aeronautical university nd annual enterprise mobility boot camp highly interactive fast pace one day event create telecom professional cio cto director manager need unbiased actionable intelligence enterprise mobility expert building enterprise wide mobile strategy manage enterprise mobile ecosystem,Public
dyncorp international sponsor veteran move forward vmf non profit foundation provide train service dog veteran physical mental health challenge vfw train comfort therapy assistance dog meet veteran need di proud sponsor josh foundation first assistance dog training josh one year old name lance corporal joshua michael davis u marine corp kill afghanistan may vmf name assistance dog training adit fall sailor soldier airman marine coast guardsman josh akc labrador retriever breed vietnam era veteran michael c turner joshs handler also vietnam era veteran handler josh work vmf demonstration dog program educate veteran military personnel family health care team benefit service dog also participates therapy work animal assist activity animal assist therapy walter reed military medical center bethesda md extremely thankful dyncorp international recognition vision effective trust resource canine therapy veteran say karen jeffries executive director veteran move forward veteran move forward found karen jeffries bob larson jeffries service disabled veteran year experience u navy spent month raise training assistance dog hope would place veteran larson entrepreneur manage construction outpatient clinic u department veteran affair va want need serve veteran together create veteran move forward vmfs unique canine program address dramatic unfulfilled need veteran service member vmfs dog visit wound military service member area hospital addition participate therapy session veteran suffer post traumatic stress disorder ptsd educate veteran service organization need fully train service dog veteran put harm way country want assist return home di proud support veteran move forward important work train provide therapy service dog veteran ptsd traumatic brain injury injury incur line duty say steve gaffney dyncorp international ceo,Public
hannah breshin senior counsel labor employment dyncorp international select join hispanic national bar association hbna legal education fund board director senior counsel labor employment manages labor employment matter di team member worldwide prior join di breshin attorney international law firm jones day paul hastings washington c also clerked honorable hctor laffitte u district court district puerto rico breshin former hnba regional president hnba region v dc md va wv one practitioner select participate highly prestigious hnba acc latina executive leadership development program addition name rise legal star hispanic bar association district columbia hnba legal education fund board director join welcome new member whose distinguish professional personal achievement speak pleased accomplish dedicate individual join rank help u carry mission support hnba charitable educational program say mr romn hernndez chairman board director fund hnba board governor excite partner fund number initiative year hnba national president include effort develop legal pipeline ensure continue educate provide resource hispanic law student indeed planning reach youth earlier stage education fund important partner hnba effort say mr benny agosto jr hnba national president secretary fund hnba legal education fund fund incorporate april irs section c profit charitable educational organization dedicate promote facilitate educational program expose underrepresented student professional benefit opportunity legal profession provide scholarship financial support individual underrepresented community pursue legal career support charitable education mission hispanic national bar association fund base washington dc foundation affiliate hispanic national bar association information please visit hnba legal education fund website hnba incorporate profit national membership organization represent interest attorney judge law professor legal professional law student hispanic descent united state territory please visit hnbas website information,Public
dyncorp international employee participate welcome home hero day dallas fort worth international airport dfw saturday september welcome home hero program establish encourage support deployed military member approximately troop come dfw airport every day way home two week rest recuperation r r small portion troop meet family airport texas majority catch connect flight home volunteer gather day welcome troop flight thank encourage service u majority arrive come afghanistan iraq volunteer typically arrive dress red white blue sign encouragement balloon american flag visit welcome home hero program facebook page update information dfw assist thousand men woman since first r r flight arrive november member community invite greet arrive troop airport continue proud tradition support u arm force past participant include corporation youth group school civic organization religious group individual one flight return soldier land dfw every day warm welcome provide volunteer greeter begin troop visit high note locate halfway city dallas fort worth texas dfw international airport world third flight per day serve million passenger year four consecutive year dfw ranked top five customer service among large airport worldwide survey conduct airport council international late news real time flight information parking availability detail regard many service provide dfw international airport log www dfwairport com dyncorp international value serve care empower perform right thing go beyond workplace di employee family participate welcome home hero program dfw september example di team member embrace core value dis dedication support military earn dyncorp international spot g job magazine top military friendly employer list select company make great effort great success hire military veteran,Public
abc news crew member hand four year ago current dyncorp international employee mark little suffer call bad day life nd lt army little serve iraq injured roadside bomb eventually cause lose leg bomb detonate make way deliver supply injury may devastate abc news capture year old hadnt lose sense humor even incredibly difficult moment even suffer joked mother initial reaction would underplay actually deployment oh sit around secure area work warehouse worry thought go trouble go know wasnt sit warehouse little recall recent interview abc news little positive light hearted day incident time stand proudly prosthetic leg way little say easy smile cry dont accomplish anything complain beyond personal accomplishment get back active lifestyle run walk even play hockey little participates th special force company abn association usa warrior ice hockey team th special force company abn association operates thailand raise money wound warrior travel r r family association sell purple heart shirt hat online store able send family cruise vacation destination little also participates usa warrior ice hockey program operates exclusively charitable educational purpose wound united state military personnel conjunction usa disabled hockey program non profit program provide recreational therapeutic motivate experience participant educate general public disability sport sacrifice make u military reason everything happen way little say process form right sit talk get trait wife fell love imagine happen wed sit different term decidedly single unhappy versus right happiest could imagine nothing could well today little work dyncorp international intelligence training solution business area darin power vp intelligence training solution say little amaze individual honor part staff,Public
dyncorp international firefighter camp leatherneck fire department join troop across regional command southwest commemorate th anniversary sept attack honor lose assist victim cookout feature defense video imagery distribution system news try cookout periodically give back military member say thank say jaime j jimenez camp leatherneck fire department chief dyncorp international employee firefighter come say want one anniversary say support weve unit around camp incredible honor serve alongside troop afghanistan know like wear uniform explain jimenez retire twenty year firefighter u air force thank god every day opportunity protect help protect u every day keep memory alive emotional troop firefighter event moment feel proud focus mission duty jimenez affirm michael j gaul also di employee camp leatherneck fire department captain share thought september th emotional day firefighter remember firefighter give life memory explain gaul event like cookout help u keep people pass away attack mind idea share commemoration year enjoy time together think back remember gaul say camp leatherneck fire department serf first responder various crisis acre base locate helmand province afghanistan fire department work closely combine aid station provost marshall office serf military civilian contractor outfit base jaime j jimenez michael j gaul work camp leatherneck logcap iv program implement dyncorp international contingency operation business area every day across globe di move pre position maintains repair facility equipment supply military deployment humanitarian operation disaster relief visit website information dyncorp international contingency operation business area,Public
dyncorp international joint venture global linguist solution gls recently announce several new online social medium resource include facebook linkedin twitter site gls help keep customer potential employee team partner supporter inform late news gls provide u government high quality translator interpreter available stay date late gls news follow way global linguist solution gls joint venture dyncorp international aecom nsp national security program formerly mcneil technology together di aecom gls brings extensive experience deployment sustainment large scale linguist operation management linguist contract support u government gls exists solely provide interpretation translation linguist service customer team consists experienced military business professional field language training recruiting intelligence u military operation business process system information management technology outreach diverse ethnic community gls understands critical role highly qualify linguist perform support u force agency department around world gls provide gls provide translation interpretation service u army iraq area gulf region since dlite contract cover translation service worldwide aecom nsp acquisition mcneil technology year experience recruiting deploy sustain linguist various part world include iraq posse unique language research development test capability less commonly taught language include language require contract department defense language interpretation translation enterprise dlite multiple award indefinite delivery indefinite quantity idiq hybrid contract provide translation interpretation service personnel equipment supply facility transportation tool material supervision item non personal service necessary perform language interpretation translation service force projection operation mission area,Public
dyncorp international chief compliance officer joe kale along vp trade compliance darrell coleman recently visit di site afghanistan met leadership employee discus dis culture ethic compliance visit afghanistan wonderful opportunity learn dyncorp international program see first hand incredible work employee perform support customer daily basis think take special person work condition employee true hero company say kale kale discuss di code ethic business conduct importance support business dyncorp international part value base culture performance important truly great company right set behavior support performance state kale dyncorp international commit provide employee safe productive workplace code ethic business conduct provide follow principle guide di employee daily behavior visit dyncorp international youtube channel see joe kale chief compliance officer discus code ethic business conduct importance work honesty respect civility integrity service company dyncorp international employee valuable asset di pride quality commitment personnel agility depth program management standard excellence professional ethical conduct dis core value follow serve willingly location condition care safety security development well employee empower employee succeed culture base trust respect loyalty commitment perform relentless commitment exceed expectation right thing always customer employee serve,Public
dyncorp international new quality consolidation center qcc coppell texas open minute fort worth alliance office texas base qcc receive inspect ship di material procure continental u conus check code order shipping destination program site globally item arrive ready entry dynmro single instance dsi inventory system major step forward significant part dyncorp international process improvement journey qcc key element supply chain represent important benefit customer company employee well quality control superior supplier management time save convenience program team globally dyncorp international supplier ship qcc order inspect quality quantity condition package ensure low onward shipping cost material procure u base supplier reach di program team around world clearly label purchase order item number manufacturer pn key data ready entry dsi u government property checked tag usg property enter dsi proper serial number cod qcc manage warranty return well short damage o research resolution dyncorp international maintenance repair operation dynmro premier application internet base software tool provide efficient aircraft fleet equipment management integrates personnel maintenance operation material management safety training qualification one application system provide automate business process data collection daily transaction well track real time cost status asset aircraft labor suite module dropdown menu enable disabled provide work center selection form report different function use application even inventory use dynmro handheld device system simple intuitive capable complete host task dynmro provide information collaboration task task module module central database dyncorp international procures estimate million ton material annually behalf customer central qcc di able negotiate global shipping agreement leverage volume velocity operation reduce cost across board customer second qcc open dubai later year,Public
dyncorp international di today announce award contract united state navy operation maintenance communication suite aboard military sealift command vessel honor u navy chosen u important contract expand relationship navy highlight experience communication space say george krivo vice president dis operation maintenance business area competitively award fix price contract one base year four option year total contract value million option exercise third consecutive award program company first award contract company july five year second follow award oct five year new contract di provide operation maintenance service three maritime prepositioning squadron nine joint high speed vessel jhsv first jhsv begin october mobile ala u navy military sealift command msc premier provider ocean transportation department defense command operates approximately noncombatant civilian crewed ship replenish u navy ship conduct specialized mission strategically preposition combat cargo sea around world move military cargo supply use deployed u force coalition partner msc organize around four mission area represent primary operation msc mission support u deliver supply conduct specialized mission across world ocean joint high speed vessel jhsv capable transport personnel equipment supply support maneuver sustainment operation jhsv would able transport army marine corp company size unit vehicle reconfigure become troop transport infantry battalion jhsv would include flight deck helicopter operation load ramp would allow vehicle quickly drive ship joint high speed vessel jhsv would operate speed four time great current fleet would provide army capability support operational maneuver standoff distance bypass land base choke point reduce logistics footprint area responsibility ability transport troop equipment provide en route mission planning rehearsal system previously exist,Public
dyncorp international expand online presence dyncorp international twitter account follow di twitter get real time update dyncorp international event access late news see support solution defense diplomacy international development deliver every day twitter real time information network connects user late information whatever might find interest user simply find public stream find compelling follow conversation heart twitter small burst information call tweet tweet character length connect tweet rich detail pane provide additional information deeper context embed medium twitter base san francisco use people nearly every country world twitter come english french german italian japanese spanish dyncorp international global government service provider support u national security foreign policy objective deliver support solution defense diplomacy international development provide expertly conceive professionally execute service meet complex demand today world broad international expertise year experience work remote dangerous austere environment integrate many competency provide solution fit customer situation bring culture compliance accountability relentless performance program task,Public
dyncorp international di two new task order u air force aviation maintenance work contract field team cft contract vehicle regional aviation support management west rasm w task order dyncorp international provide aviation maintenance service logistics support maintenance support property accountability associate government furnish equipment within rasm w area responsibility primary facility include killeen aviation facility temple aviation facility san angelo aviation facility biggs aaf fort bliss texas fort riley kansa marshall army airfield second task order aviation maintenance support aviation logistics management division almd fort drum di employee provide rotary wing aviation intermediate maintenance aviation unit maintenance limited depot repair support fort drum conus oconus location extremely proud significant win bring u breadth cft program say catherine gridley vice president aviation dyncorp international combine ft campbell cft win earlier year honor opportunity continue building sixty year history provide superior service cft contract di one seven contractor compete task order provide aviation service cft contract company held contract continuously since program inception contract field team program also call contractor field team design provide labor support technical service need air force program branch military civilian agency eligible use cft program people dyncorp international support aviation mission military commercial location worldwide end end professional service technical support rapid response field assignment long term engagement di provide world comprehensive array integrate solution ensure customer success leverage extensive global infrastructure dyncorp international high perform team quickly organize deploy workforce materiel technology solution wherever need dis self sustain program supply maintain mission fulfill critical operational role site development operation communication security training flight crew,Public
dyncorp international llc ranked th year rd th annual washington technology top despite challenge government contract industry company earn spot top billion prime contract renew focus partnership jump work federal government agency highlight fact company service diversified meeting key need u global engagement across defense development diplomacy dyncorp international president steven schorer comment weve position transition dyncorp international recently acquire casals associate di development increase company reach international development phoenix consult group intelligence training solution business area brings company intel space dyncorp international also attribute success continue work aviation business area decade people di support critical military commercial aviation need around world end end service support start predominately aviation service company heritage still exists today schorer say legacy life dyncorp international aviation team also know service presidential fleet andrew air force base include airplane support president cabinet washington technology top ranking track large government contractor base analysis data federal procurement data systemnext generation data analyze cover government fiscal year end sept washington technology analysis aim capture range technology work mission expertise contractor provide federal government washington technology brand government contractor system integrator solution provider quarter century government system integrator solution provider management rely washington technology coverage key issue face contractor government initiative effect spending priority rfps procurement regulatory change technology evaluation analysis proposal preparation well merger acquisition news business trend arrival departure within government integrator community,Public
monday august dyncorp international employee participate give gift life blood drive operate inova blood donor service blood mobile site di headquarters fall church va di employee contribute large hospital base blood collection operation country participate donor screen process also receive coupon free pint baskin robbins ice cream part pint pint program red cross estimate blood donation need august help u hospital patient recover red cross provide blood product nearly hospital transfusion center across country fact blood need accord american red cross fact blood supply inova blood donor service supply lifesaving blood blood product different hospital northern virginia washington c metro area also work national international redistribution organization get blood need since donor help inova provide safe adequate blood supply patient community however demand blood increase blood donation level decrease dyncorp international value apply daily job performance serve care empower perform right thing also value carry community di life work employ ten thousand people around world provide di unique opportunity give back philanthropic donation local training program hand volunteer work learn dyncorp international corporate initiative employee initiative truly help make difference world,Public
major general jeffrey buchanan director strategic effect j center new american security headquarters washington c last week discus operation new dawn bridge endure partnership discussion described experience training police force iraq improvement iraqi police force implication future month month year year reward see change long term perspective light bulb fact go iraqi military security force different one saw past one thing cause hopeful future say buchanan experience work iraqi police officer buchanan also make remark specific example iraqi police improve cite recognize regularly take weakness need look performance closely conduct operation maybe even importantly doesnt go well say buchanan pretty thorough critique apply learn buchanan attribute development iraq right personnel site proper preparation importance training transition buchanan previously serve senior light infantry trainer national training center director combat development u army infantry center deployed director operation coalition military assistance training team organization charge man training equip iraqi arm force deployed element nd brigade th division training support iraq serve special police transition team iraqi police commando division center new american security cnas develops strong pragmatic principled national security defense policy building deep expertise broad experience staff advisor cnas engages policymakers expert public innovative fact base research idea analysis shape elevate national security debate independent nonpartisan research institution cnas lead effort help inform prepare national security leader today tomorrow cnas locate washington c establish february co founder kurt campbell michele flournoy cnas lead chief executive officer nathaniel fick president john nagl,Public
around world people show support troop participate red shirt friday individual wear red shirt show support serviceman woman dyncorp international join trend good time dyncorp international company store sell red polo embroider word support troop red shirt friday shirt sell dyncorp international donate tragedy assistance program survivor tap non profit care family fall tap provide support military contractor family lose love one particularly special di help family di personnel lose life mission tap provide ongoing emotional help hope heal grieve death love one military service america regardless relationship decease geography circumstance death tap meet mission provide peer base support crisis care casualty casework assistance grief trauma resource found tragedy tap establish front line resource family love one military men woman tap provide comfort care comprehensive service program include peer base emotional support case work assistance crisis intervention grief trauma resource tap assist survive family member casualty officer caregiver dyncorp international value serve care empower perform right thing go beyond workplace performance dis dedication support military earn dyncorp international th spot g job magazine top military friendly employer list select company make great effort great success hire military veteran g jobstop military friendly employersare base survey ass company long term commitment hire former military recruiting hire effort result policy reserve guard member call active duty presence special recruitment military program employ ten thousand people around world provide di unique opportunity give back philanthropic donation local training program hand volunteer work dyncorp international support program effort benefit learn dyncorp international corporate initiative employee initiative,Public
dyncorp international di contract united state air force provide aircraft maintenance transient alert munition base supply fuel joint base andrew naval air facility washington great win u incredibly important program say catherine gridley vice president aviation di di first contractor award program ten year ago testament dedication quality personnel air force select team maintain support aircraft transport nation leader contract compete dis joint base andrew work provide service important person special air mission vipsam dyncorp international provide service include aircraft maintenance transient alert munition base supply fuel support aircraft assign th wing th wing joint base andrew naval air facility washington jba nafw include service scope aircraft maintenance service fuel u foreign transient aircraft part important person special air mission vipsam dyncorp international support mission th airlift wing support vice president cabinet member member congress foreign head state high rank u foreign government official aircraft maintenance activity consists organization intermediate limited depot level support aircraft include thec b boeing c c dc c b gulfstream iii c boeing c gulfstream v uh n bell dis work earn numerous federal aviation administration faa diamond certificate excellence aviation maintenance technician amt award amt award program base entirely commitment make maintenance technician improve safety actively participate initial recur training program technical knowledge five level award diamond high program include individual corporate recognition october andrew air force base along naval air facility washington become joint base know joint base andrew naval air facility washington joint base andrew october th wing formerly host wing bolling air force base designate host wing andrew chief th wing adopt mission andrew continue oversee operation air force band honor guard chaplaincy still locate joint base anacostia bolling,Public
